timestamp,timestamp_readable,soil_moisture,temperature,humidity,light,last_irrigated,time_since_irrigation,irrigation_needed,irrigation_event,minutes,moisture_drop_rate
45994.525,03-12-2025 12:36,28.83,30.7,68.9,16,,-1410,0,0,3,0.2267
45994.52708,03-12-2025 12:39,26.62,30.5,69.6,16,,-1407,0,0,3,-0.7367
45994.52917,03-12-2025 12:42,27.21,30.5,69.7,16,,-1404,0,0,3,0.1967
45994.53125,03-12-2025 12:45,27.61,30.7,69.3,13,,-1401,0,0,3,0.1333
45994.53333,03-12-2025 12:48,28.83,30.8,68.8,59,,-1398,0,0,3,0.4067
45994.53542,03-12-2025 12:51,29.5,30.6,69.6,15,,-1395,0,0,3,0.2233
45994.5375,03-12-2025 12:54,26.62,30.7,70.8,16,,-1392,0,0,3,-0.96
45994.53958,03-12-2025 12:57,30.23,30.9,69.7,16,,-1389,0,0,3,1.2033
45994.54167,03-12-2025 13:00,30.32,31,69.8,16,,-1386,0,0,3,0.03
45994.54375,03-12-2025 13:03,29.91,31,69.5,16,,-1383,0,0,3,-0.1367
45994.54583,03-12-2025 13:06,32.25,31,69.7,11,,-1380,0,0,3,0.78
45994.54792,03-12-2025 13:09,33.06,30.5,70.6,14,,-1377,0,0,3,0.27
45994.55,03-12-2025 13:12,32.16,30.4,71.3,15,,-1374,0,0,3,-0.3
45994.55208,03-12-2025 13:15,32.75,30.4,71.4,16,,-1371,0,0,3,0.1967
45994.55417,03-12-2025 13:18,34.23,30.4,71.5,14,,-1368,0,0,3,0.4933
45994.55625,03-12-2025 13:21,32.84,30.3,71.6,15,,-1365,0,0,3,-0.4633
45994.55833,03-12-2025 13:24,34.59,30.4,70.9,16,,-1362,0,0,3,0.5833
45994.56042,03-12-2025 13:27,34.86,30.5,70.5,16,,-1359,0,0,3,0.09
45994.5625,03-12-2025 13:30,33.83,30.6,70.3,16,,-1356,0,0,3,-0.3433
45994.56458,03-12-2025 13:33,35.5,30.5,70.6,16,,-1353,0,0,3,0.5567
45994.56667,03-12-2025 13:36,33.74,30.8,69.7,14,,-1350,0,0,3,-0.5867
45994.56875,03-12-2025 13:39,33.15,30.9,69.7,16,,-1347,0,0,3,-0.1967
45994.57083,03-12-2025 13:42,33.92,30.9,69.3,16,,-1344,0,0,3,0.2567
45994.57292,03-12-2025 13:45,34.82,30.9,69.4,15,,-1341,0,0,3,0.3
45994.575,03-12-2025 13:48,37.57,30.9,69.4,15,,-1338,0,0,3,0.9167
45994.57708,03-12-2025 13:51,35.72,30.5,70.6,16,,-1335,0,0,3,-0.6167
45994.57917,03-12-2025 13:54,36.94,31.1,68.8,0,,-1332,0,0,3,0.4067
45994.58125,03-12-2025 13:57,35.86,31.1,69.1,16,,-1329,0,0,3,-0.36
45994.58333,03-12-2025 14:00,35.14,31,69.9,15,,-1326,0,0,3,-0.24
45994.58542,03-12-2025 14:03,32.12,30.8,70.9,15,,-1323,0,0,3,-1.0067
45994.5875,03-12-2025 14:06,34.28,30.9,70.8,16,,-1320,0,0,3,0.72
45994.58958,03-12-2025 14:09,33.2,30.8,71.5,16,,-1317,0,0,3,-0.36
45994.59167,03-12-2025 14:12,33.69,30.7,71.7,22,,-1314,0,0,3,0.1633
45994.59375,03-12-2025 14:15,34.55,30.6,72.3,15,,-1311,0,0,3,0.2867
45994.59583,03-12-2025 14:18,34.23,30.5,72.9,16,,-1308,0,0,3,-0.1067
45994.59792,03-12-2025 14:21,34.59,30.3,74.6,15,,-1305,0,0,3,0.12
45994.6,03-12-2025 14:24,35.41,30.3,76.5,16,,-1302,0,0,3,0.2733
45994.60208,03-12-2025 14:27,36.04,30.2,76.1,16,,-1299,0,0,3,0.21
45994.60417,03-12-2025 14:30,35.99,30.2,76.3,16,,-1296,0,0,3,-0.0167
45994.60625,03-12-2025 14:33,37.16,30.1,77.6,14,,-1293,0,0,3,0.39
45994.60833,03-12-2025 14:36,38.11,29.9,78.5,15,,-1290,0,0,3,0.3167
45994.61042,03-12-2025 14:39,37.61,29.8,78.5,16,,-1287,0,0,3,-0.1667
45994.6125,03-12-2025 14:42,37.93,29.7,78.9,11,,-1284,0,0,3,0.1067
45994.61458,03-12-2025 14:45,36.76,29.7,79.4,15,,-1281,0,0,3,-0.39
45994.61667,03-12-2025 14:48,36.76,29.6,79.1,15,,-1278,0,0,3,0
45994.61875,03-12-2025 14:51,36.44,29.6,79.8,15,,-1275,0,0,3,-0.1067
45994.62083,03-12-2025 14:54,35.54,29.6,79.3,13,,-1272,0,0,3,-0.3
45994.62292,03-12-2025 14:57,36.08,29.5,79.5,14,,-1269,0,0,3,0.18
45994.625,03-12-2025 15:00,34.23,29.4,79.8,15,,-1266,0,0,3,-0.6167
45994.62708,03-12-2025 15:03,36.44,29.4,80.1,14,,-1263,0,0,3,0.7367
45994.62917,03-12-2025 15:06,35.54,29.4,80.2,14,,-1260,0,0,3,-0.3
45994.63125,03-12-2025 15:09,35.59,29.4,79.9,15,,-1257,0,0,3,0.0167
45994.63333,03-12-2025 15:12,36.49,29.3,80.3,16,,-1254,0,0,3,0.3
45994.63542,03-12-2025 15:15,33.83,29.4,79.8,16,,-1251,0,0,3,-0.8867
45994.6375,03-12-2025 15:18,34.59,29.5,79.7,16,,-1248,0,0,3,0.2533
45994.63958,03-12-2025 15:21,34.64,29.5,80.3,15,,-1245,0,0,3,0.0167
45994.64167,03-12-2025 15:24,37.57,29.5,79.9,16,,-1242,0,0,3,0.9767
45994.64375,03-12-2025 15:27,34.95,29.6,79.9,21,,-1239,0,0,3,-0.8733
45994.64583,03-12-2025 15:30,36.04,29.7,79.3,15,,-1236,0,0,3,0.3633
45994.64792,03-12-2025 15:33,35.77,29.7,79.4,13,,-1233,0,0,3,-0.09
45994.65,03-12-2025 15:36,34.32,29.7,79.7,15,,-1230,0,0,3,-0.4833
45994.65208,03-12-2025 15:39,34.59,29.8,79.5,16,,-1227,0,0,3,0.09
45994.65417,03-12-2025 15:42,35.54,29.8,79.6,14,,-1224,0,0,3,0.3167
45994.65625,03-12-2025 15:45,36.04,29.7,79.1,16,,-1221,0,0,3,0.1667
45994.65833,03-12-2025 15:48,36.22,29.8,79.4,16,,-1218,0,0,3,0.06
45994.66042,03-12-2025 15:51,35.5,29.6,79.7,16,,-1215,0,0,3,-0.24
45994.6625,03-12-2025 15:54,36.67,29.4,80.4,18,,-1212,0,0,3,0.39
45994.66458,03-12-2025 15:57,37.16,29.3,80.5,15,,-1209,0,0,3,0.1633
45994.66667,03-12-2025 16:00,37.93,29.3,80.4,16,,-1206,0,0,3,0.2567
45994.66875,03-12-2025 16:03,37.52,29.3,80.4,18,,-1203,0,0,3,-0.1367
45994.67083,03-12-2025 16:06,37.75,29.3,80.3,18,,-1200,0,0,3,0.0767
45994.67292,03-12-2025 16:09,34.23,29.3,80.3,18,,-1197,0,0,3,-1.1733
45994.675,03-12-2025 16:12,38.2,29.3,80.3,16,,-1194,0,0,3,1.3233
45994.67708,03-12-2025 16:15,38.11,29.3,80.2,17,,-1191,0,0,3,-0.03
45994.67917,03-12-2025 16:18,36.62,29.4,79.8,18,,-1188,0,0,3,-0.4967
45994.68125,03-12-2025 16:21,38.15,29.4,79.8,15,,-1185,0,0,3,0.51
45994.68333,03-12-2025 16:24,38.2,29.3,79.8,16,,-1182,0,0,3,0.0167
45994.68542,03-12-2025 16:27,38.47,29.4,79.8,16,,-1179,0,0,3,0.09
45994.6875,03-12-2025 16:30,37.75,29.3,79.8,16,,-1176,0,0,3,-0.24
45994.68958,03-12-2025 16:33,38.42,29.4,79.6,16,,-1173,0,0,3,0.2233
45994.69167,03-12-2025 16:36,37.61,29.4,79.5,16,,-1170,0,0,3,-0.27
45994.69375,03-12-2025 16:39,40,29.4,79.4,16,,-1167,0,0,3,0.7967
45994.69583,03-12-2025 16:42,40.72,29.4,79.4,16,,-1164,0,0,3,0.24
45994.69792,03-12-2025 16:45,40.5,29.4,79.4,16,,-1161,0,0,3,-0.0733
45994.7,03-12-2025 16:48,40.18,29.3,79.4,16,,-1158,0,0,3,-0.1067
45994.70208,03-12-2025 16:51,39.55,29.3,79.4,16,,-1155,0,0,3,-0.21
45994.70417,03-12-2025 16:54,39.41,29.3,79.3,16,,-1152,0,0,3,-0.0467
45994.70625,03-12-2025 16:57,52.88,29.3,79.1,33,,-1149,0,0,3,4.49
45995.46667,04-12-2025 11:12,14.41,30,75.3,27,,-54,1,0,1095,-0.0351
45995.46875,04-12-2025 11:15,13.65,30,75.3,35,,-51,1,0,3,-0.2533
45995.47083,04-12-2025 11:18,13.6,30,75.3,22,,-48,1,0,3,-0.0167
45995.47292,04-12-2025 11:21,11.49,30.1,74.9,19,,-45,1,0,3,-0.7033
45995.475,04-12-2025 11:24,10.77,30.3,74.1,30,,-42,1,0,3,-0.24
45995.47708,04-12-2025 11:27,10.77,30.3,74.3,31,,-39,1,0,3,0
45995.47917,04-12-2025 11:30,10.63,30.3,74.3,32,,-36,1,0,3,-0.0467
45995.48125,04-12-2025 11:33,9.28,30.3,74.1,32,,-33,1,0,3,-0.45
45995.48333,04-12-2025 11:36,11.53,30.3,74.2,109,,-30,1,0,3,0.75
45995.48542,04-12-2025 11:39,11.17,30.4,74.2,27,,-27,1,0,3,-0.12
45995.4875,04-12-2025 11:42,10.54,30.5,73.7,31,,-24,1,0,3,-0.21
45995.48958,04-12-2025 11:45,10.18,30.5,73.8,29,,-21,1,0,3,-0.12
45995.49167,04-12-2025 11:48,10.77,30.3,73.9,31,,-18,1,0,3,0.1967
45995.49375,04-12-2025 11:51,10.77,30.3,74.3,31,,-15,1,0,3,0
45995.49583,04-12-2025 11:54,9.82,30.3,74.6,23,,-12,1,0,3,-0.3167
45995.49792,04-12-2025 11:57,12.07,30.4,74.4,30,,-9,1,0,3,0.75
45995.5,04-12-2025 12:00,15.77,30.5,73.8,30,,-6,0,0,3,1.2333
45995.50208,04-12-2025 12:03,13.33,30.3,74,33,,-3,1,0,3,-0.8133
45995.50417,04-12-2025 12:06,14.19,30.3,73.9,27,04-12-2025 12:06,0,1,1,3,0.2867
45995.50625,04-12-2025 12:09,16.89,30.3,74.7,29,04-12-2025 12:06,3,0,0,3,0.9
45995.50833,04-12-2025 12:12,19.28,30.3,74.5,30,04-12-2025 12:06,6,0,0,3,0.7967
45995.51042,04-12-2025 12:15,16.53,30.3,74.1,29,04-12-2025 12:06,9,0,0,3,-0.9167
45995.5125,04-12-2025 12:18,17.07,30.3,74.2,30,04-12-2025 12:06,12,0,0,3,0.18
45995.51458,04-12-2025 12:21,15.5,30.4,73.7,29,04-12-2025 12:06,15,0,0,3,-0.5233
45995.51667,04-12-2025 12:24,14.77,30.3,73.7,31,04-12-2025 12:06,18,1,0,3,-0.2433
45995.51875,04-12-2025 12:27,14.37,30.3,73.9,29,04-12-2025 12:06,21,1,0,3,-0.1333
45995.52083,04-12-2025 12:30,17.97,30.2,74.4,30,04-12-2025 12:06,24,0,0,3,1.2
45995.52292,04-12-2025 12:33,14.64,30.2,74.3,29,04-12-2025 12:06,27,1,0,3,-1.11
45995.525,04-12-2025 12:36,14.41,30.2,74.4,26,04-12-2025 12:06,30,1,0,3,-0.0767
45995.52708,04-12-2025 12:39,15.41,30.2,74.4,30,04-12-2025 12:06,33,0,0,3,0.3333
45995.52917,04-12-2025 12:42,16.98,30.2,74.2,28,04-12-2025 12:06,36,0,0,3,0.5233
45995.53125,04-12-2025 12:45,17.66,30.2,74.2,29,04-12-2025 12:06,39,0,0,3,0.2267
45995.53333,04-12-2025 12:48,17.34,30.1,74.2,28,04-12-2025 12:06,42,0,0,3,-0.1067
45995.53542,04-12-2025 12:51,18.51,30.2,74.2,27,04-12-2025 12:06,45,0,0,3,0.39
45995.5375,04-12-2025 12:54,20.81,30.2,74,30,04-12-2025 12:06,48,0,0,3,0.7667
45995.53958,04-12-2025 12:57,20.59,30.2,74.1,29,04-12-2025 12:06,51,0,0,3,-0.0733
45995.54167,04-12-2025 13:00,21.85,30.1,74.3,26,04-12-2025 12:06,54,0,0,3,0.42
45995.54375,04-12-2025 13:03,23.06,30.1,74.5,27,04-12-2025 12:06,57,0,0,3,0.4033
45995.54583,04-12-2025 13:06,20.9,30.1,74.4,73,04-12-2025 12:06,60,0,0,3,-0.72
45995.54792,04-12-2025 13:09,20.23,30.2,74.4,29,04-12-2025 12:06,63,0,0,3,-0.2233
45995.55,04-12-2025 13:12,26.58,30.3,73.5,29,04-12-2025 12:06,66,0,0,3,2.1167
45995.55208,04-12-2025 13:15,28.87,30.2,73.5,30,04-12-2025 12:06,69,0,0,3,0.7633
45995.55417,04-12-2025 13:18,30.5,30.1,74.1,29,04-12-2025 12:06,72,0,0,3,0.5433
45995.55625,04-12-2025 13:21,30.32,30.1,74,32,04-12-2025 12:06,75,0,0,3,-0.06
45995.55833,04-12-2025 13:24,31.17,30.2,73.7,29,04-12-2025 12:06,78,0,0,3,0.2833
45995.56042,04-12-2025 13:27,31.53,30.2,73.6,31,04-12-2025 12:06,81,0,0,3,0.12
45995.5625,04-12-2025 13:30,30.81,30.3,73.9,29,04-12-2025 12:06,84,0,0,3,-0.24
45995.56458,04-12-2025 13:33,30.09,30.3,73.8,28,04-12-2025 12:06,87,0,0,3,-0.24
45995.56667,04-12-2025 13:36,32.34,30.2,74.2,31,04-12-2025 12:06,90,0,0,3,0.75
45995.56875,04-12-2025 13:39,32.88,30.1,74.6,31,04-12-2025 12:06,93,0,0,3,0.18
45995.57083,04-12-2025 13:42,36.17,30.1,74.8,29,04-12-2025 12:06,96,0,0,3,1.0967
45995.57292,04-12-2025 13:45,37.43,30.2,74.6,30,04-12-2025 12:06,99,0,0,3,0.42
45995.575,04-12-2025 13:48,38.15,30.2,74.6,27,04-12-2025 12:06,102,0,0,3,0.24
45995.57708,04-12-2025 13:51,38.56,30.2,74.7,26,04-12-2025 12:06,105,0,0,3,0.1367
45995.57917,04-12-2025 13:54,40.81,30.2,74.6,25,04-12-2025 12:06,108,0,0,3,0.75
45995.58125,04-12-2025 13:57,42.61,30.2,74.8,30,04-12-2025 12:06,111,0,0,3,0.6
45995.58333,04-12-2025 14:00,41.35,30.2,74.8,28,04-12-2025 12:06,114,0,0,3,-0.42
45995.58542,04-12-2025 14:03,41.89,30.2,74.9,31,04-12-2025 12:06,117,0,0,3,0.18
45995.5875,04-12-2025 14:06,43.29,29.9,76.1,25,04-12-2025 12:06,120,0,0,3,0.4667
45995.58958,04-12-2025 14:09,45.36,29.6,77.5,25,04-12-2025 12:06,123,0,0,3,0.69
45995.59167,04-12-2025 14:12,53.47,29.5,77.8,28,04-12-2025 12:06,126,0,0,3,2.7033
45995.59375,04-12-2025 14:15,48.2,29.8,76.8,28,04-12-2025 12:06,129,0,0,3,-1.7567
45995.59583,04-12-2025 14:18,48.2,29.9,76.4,27,04-12-2025 12:06,132,0,0,3,0
45995.59792,04-12-2025 14:21,49.23,30,75.3,23,04-12-2025 12:06,135,0,0,3,0.3433
45995.6,04-12-2025 14:24,51.4,29.9,75.8,27,04-12-2025 12:06,138,0,0,3,0.7233
45995.60208,04-12-2025 14:27,60.72,30.1,74.9,28,04-12-2025 12:06,141,0,0,3,3.1067
45995.60417,04-12-2025 14:30,54.59,30.2,74.3,35,04-12-2025 12:06,144,0,0,3,-2.0433
45995.60625,04-12-2025 14:33,54.82,30.4,73.7,26,04-12-2025 12:06,147,0,0,3,0.0767
45995.60833,04-12-2025 14:36,54.23,29.9,75.3,29,04-12-2025 12:06,150,0,0,3,-0.1967
45995.61042,04-12-2025 14:39,57.12,30.1,75,26,04-12-2025 12:06,153,0,0,3,0.9633
45995.6125,04-12-2025 14:42,60.23,30.2,74.3,27,04-12-2025 12:06,156,0,0,3,1.0367
45995.61458,04-12-2025 14:45,59.5,30.2,74.4,16,04-12-2025 12:06,159,0,0,3,-0.2433
45995.61667,04-12-2025 14:48,59.32,30.1,74.8,25,04-12-2025 12:06,162,0,0,3,-0.06
45995.61875,04-12-2025 14:51,59.46,29.9,75.2,26,04-12-2025 12:06,165,0,0,3,0.0467
45995.62083,04-12-2025 14:54,60.63,30.1,74.5,27,04-12-2025 12:06,168,0,0,3,0.39
45995.62292,04-12-2025 14:57,60.99,30.1,73.9,27,04-12-2025 12:06,171,0,0,3,0.12
45995.625,04-12-2025 15:00,64.5,30,74.5,26,04-12-2025 12:06,174,0,0,3,1.17
45995.62708,04-12-2025 15:03,64.5,30.2,73.3,27,04-12-2025 12:06,177,0,0,3,0
45995.62917,04-12-2025 15:06,63.6,30.3,72.6,27,04-12-2025 12:06,180,0,0,3,-0.3
45995.63125,04-12-2025 15:09,64.01,30.2,72.7,26,04-12-2025 12:06,183,0,0,3,0.1367
45995.63333,04-12-2025 15:12,64.41,30.3,71.9,27,04-12-2025 12:06,186,0,0,3,0.1333
45995.63542,04-12-2025 15:15,65.54,30.3,72,28,04-12-2025 12:06,189,0,0,3,0.3767
45995.6375,04-12-2025 15:18,65.54,30.3,71.7,26,04-12-2025 12:06,192,0,0,3,0
45995.63958,04-12-2025 15:21,65.95,30.1,73,26,04-12-2025 12:06,195,0,0,3,0.1367
45995.64167,04-12-2025 15:24,66.13,30.3,71.7,27,04-12-2025 12:06,198,0,0,3,0.06
45995.64375,04-12-2025 15:27,66.49,30.3,71.9,58,04-12-2025 12:06,201,0,0,3,0.12
45995.64583,04-12-2025 15:30,68.15,30.1,72.4,26,04-12-2025 12:06,204,0,0,3,0.5533
45995.64792,04-12-2025 15:33,67.39,30.1,72.3,27,04-12-2025 12:06,207,0,0,3,-0.2533
45995.65,04-12-2025 15:36,68.15,29.9,73.3,27,04-12-2025 12:06,210,0,0,3,0.2533
45995.65208,04-12-2025 15:39,67.39,30.2,71.9,26,04-12-2025 12:06,213,0,0,3,-0.2533
45995.65417,04-12-2025 15:42,69.19,30.1,71.9,23,04-12-2025 12:06,216,0,0,3,0.6
45995.65625,04-12-2025 15:45,69.19,30,72.3,26,04-12-2025 12:06,219,0,0,3,0
45995.65833,04-12-2025 15:48,69.64,30,71.9,26,04-12-2025 12:06,222,0,0,3,0.15
45995.66042,04-12-2025 15:51,69.95,29.9,72.2,25,04-12-2025 12:06,225,0,0,3,0.1033
45995.6625,04-12-2025 15:54,69.55,29.9,72.5,27,04-12-2025 12:06,228,0,0,3,-0.1333
45995.66458,04-12-2025 15:57,69.19,30,72.2,24,04-12-2025 12:06,231,0,0,3,-0.12
45995.66667,04-12-2025 16:00,69.19,30.1,71.6,25,04-12-2025 12:06,234,0,0,3,0
45995.66875,04-12-2025 16:03,69.19,29.9,71.6,25,04-12-2025 12:06,237,0,0,3,0
45995.67083,04-12-2025 16:06,69.64,29.7,72.7,23,04-12-2025 12:06,240,0,0,3,0.15
45995.67292,04-12-2025 16:09,67.93,29.7,73.4,23,04-12-2025 12:06,243,0,0,3,-0.57
45995.675,04-12-2025 16:12,68.02,29.6,73,23,04-12-2025 12:06,246,0,0,3,0.03
45995.67708,04-12-2025 16:15,69.19,29.5,74,26,04-12-2025 12:06,249,0,0,3,0.39
45995.67917,04-12-2025 16:18,70.99,29.4,74.8,27,04-12-2025 12:06,252,0,0,3,0.6
45995.68125,04-12-2025 16:21,69.19,29.4,75.5,27,04-12-2025 12:06,255,0,0,3,-0.6
45995.68333,04-12-2025 16:24,70.63,29.3,75.6,27,04-12-2025 12:06,258,0,0,3,0.48
45995.68542,04-12-2025 16:27,69.91,29.2,75.5,17,04-12-2025 12:06,261,0,0,3,-0.24
45995.6875,04-12-2025 16:30,71.35,29.2,75.2,26,04-12-2025 12:06,264,0,0,3,0.48
45995.68958,04-12-2025 16:33,69.82,29.2,75.2,26,04-12-2025 12:06,267,0,0,3,-0.51
45995.69167,04-12-2025 16:36,69.91,29.3,75,22,04-12-2025 12:06,270,0,0,3,0.03
45995.69375,04-12-2025 16:39,71.22,29.3,75.3,23,04-12-2025 12:06,273,0,0,3,0.4367
45995.69583,04-12-2025 16:42,70.09,29.3,75.4,25,04-12-2025 12:06,276,0,0,3,-0.3767
45995.69792,04-12-2025 16:45,69.19,29.2,75.7,25,04-12-2025 12:06,279,0,0,3,-0.3
45995.7,04-12-2025 16:48,70,29.2,76.1,22,04-12-2025 12:06,282,0,0,3,0.27
45995.70208,04-12-2025 16:51,69.19,29,76.4,26,04-12-2025 12:06,285,0,0,3,-0.27
45995.70417,04-12-2025 16:54,70.32,28.8,76.8,21,04-12-2025 12:06,288,0,0,3,0.3767
45995.70625,04-12-2025 16:57,69.64,28.5,77.4,37,04-12-2025 12:06,291,0,0,3,-0.2267
45995.70833,04-12-2025 17:00,70.45,28.1,78.4,35,04-12-2025 12:06,294,0,0,3,0.27
45995.71042,04-12-2025 17:03,70.59,27.4,82.2,37,04-12-2025 12:06,297,0,0,3,0.0467
45995.7125,04-12-2025 17:06,71.31,27.3,80.2,35,04-12-2025 12:06,300,0,0,3,0.24
45995.71458,04-12-2025 17:09,71.35,27.1,82.8,32,04-12-2025 12:06,303,0,0,3,0.0133
45995.71667,04-12-2025 17:12,71.94,27.4,82.9,37,04-12-2025 12:06,306,0,0,3,0.1967
45995.71875,04-12-2025 17:15,72.12,27.7,82.1,32,04-12-2025 12:06,309,0,0,3,0.06
45995.72083,04-12-2025 17:18,71.22,27.9,80.6,36,04-12-2025 12:06,312,0,0,3,-0.3
45995.72292,04-12-2025 17:21,69.86,27.5,81.8,4095,04-12-2025 12:06,315,0,0,3,-0.4533
45995.725,04-12-2025 17:24,69.19,27.4,82.1,4095,04-12-2025 12:06,318,0,0,3,-0.2233
45995.72708,04-12-2025 17:27,69.95,27.3,81.6,4095,04-12-2025 12:06,321,0,0,3,0.2533
45995.72917,04-12-2025 17:30,69.19,27.4,82.2,4095,04-12-2025 12:06,324,0,0,3,-0.2533
45995.73125,04-12-2025 17:33,70.09,27,81.2,4095,04-12-2025 12:06,327,0,0,3,0.3
45995.73333,04-12-2025 17:36,71.08,27.2,80.7,4095,04-12-2025 12:06,330,0,0,3,0.33
45995.73542,04-12-2025 17:39,70.63,27.4,79.8,4095,04-12-2025 12:06,333,0,0,3,-0.15
45995.7375,04-12-2025 17:42,71.17,27.3,78.7,4095,04-12-2025 12:06,336,0,0,3,0.18
45995.73958,04-12-2025 17:45,69.86,27.4,79.1,4095,04-12-2025 12:06,339,0,0,3,-0.4367
45995.74167,04-12-2025 17:48,70.68,27.5,79.4,4095,04-12-2025 12:06,342,0,0,3,0.2733
45995.74375,04-12-2025 17:51,69.82,27.2,81,4095,04-12-2025 12:06,345,0,0,3,-0.2867
45995.74583,04-12-2025 17:54,69.23,27.5,78.9,4095,04-12-2025 12:06,348,0,0,3,-0.1967
45995.74792,04-12-2025 17:57,69.19,26.7,82,4095,04-12-2025 12:06,351,0,0,3,-0.0133
45995.75,04-12-2025 18:00,69.19,26.5,82,4095,04-12-2025 12:06,354,0,0,3,0
45995.75208,04-12-2025 18:03,69.46,26.4,83.3,4095,04-12-2025 12:06,357,0,0,3,0.09
45995.75417,04-12-2025 18:06,70.9,26.4,84.2,4095,04-12-2025 12:06,360,0,0,3,0.48
45995.75625,04-12-2025 18:09,69.23,26.2,84,4095,04-12-2025 12:06,363,0,0,3,-0.5567
45995.75833,04-12-2025 18:12,69.86,26.1,84,4095,04-12-2025 12:06,366,0,0,3,0.21
45995.76042,04-12-2025 18:15,69.95,26.3,83.8,4095,04-12-2025 12:06,369,0,0,3,0.03
45995.7625,04-12-2025 18:18,69.91,26.7,82.6,4095,04-12-2025 12:06,372,0,0,3,-0.0133
45995.76458,04-12-2025 18:21,73.6,26.6,82.8,4095,04-12-2025 12:06,375,0,0,3,1.23
45995.76667,04-12-2025 18:24,71.31,26.8,81.5,4095,04-12-2025 12:06,378,0,0,3,-0.7633
45995.76875,04-12-2025 18:27,71.08,26.7,82.4,4095,04-12-2025 12:06,381,0,0,3,-0.0767
45996.45547,05-12-2025 10:55,60.9,30.3,72,30,04-12-2025 12:06,1369,0,0,988,-0.0103
45996.45756,05-12-2025 10:58,60.36,30.3,72,25,04-12-2025 12:06,1372,0,0,3,-0.18
45996.45964,05-12-2025 11:01,57.7,30.4,72,20,04-12-2025 12:06,1375,0,0,3,-0.8867
45996.46172,05-12-2025 11:04,57.12,30.5,71.4,23,04-12-2025 12:06,1378,0,0,3,-0.1933
45996.46381,05-12-2025 11:07,57.07,30.7,70.9,25,04-12-2025 12:06,1381,0,0,3,-0.0167
45996.46589,05-12-2025 11:10,56.17,30.9,70.7,23,04-12-2025 12:06,1384,0,0,3,-0.3
45996.46797,05-12-2025 11:13,56.85,31.1,70.4,35,04-12-2025 12:06,1387,0,0,3,0.2267
45996.47006,05-12-2025 11:16,58.06,31,70.4,26,04-12-2025 12:06,1390,0,0,3,0.4033
45996.47214,05-12-2025 11:19,58.47,30.9,70.6,22,04-12-2025 12:06,1393,0,0,3,0.1367
45996.47422,05-12-2025 11:22,58.74,30.8,70.4,23,04-12-2025 12:06,1396,0,0,3,0.09
45996.47631,05-12-2025 11:25,57.97,30.8,70.4,23,04-12-2025 12:06,1399,0,0,3,-0.2567
45996.47839,05-12-2025 11:28,58.06,30.7,70.5,24,04-12-2025 12:06,1402,0,0,3,0.03
45996.48047,05-12-2025 11:31,57.48,30.8,70.4,23,04-12-2025 12:06,1405,0,0,3,-0.1933
45996.48256,05-12-2025 11:34,58.38,30.8,70.2,23,04-12-2025 12:06,1408,0,0,3,0.3
